acc	organisms	technology	platforms	samples
SRP033057	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1030463,SRR1030462
SRP057613	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1993828,SRR1993827,SRR1993826,SRR1993825,SRR1993824,SRR1993823,SRR1993822,SRR1993821,SRR1993820,SRR1993819,SRR1993818,SRR1993817,SRR1993816,SRR1993815,SRR1993814,SRR1993813,SRR1993812,SRR1993811,SRR1993810,SRR1993809,SRR1993808
SRP049370	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP037775	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP067759	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq4000,Illumina HiSeq 4000,Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP055932	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1852855,SRR1852854,SRR1852853,SRR1852851
SRP056835	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1951564,SRR1951563,SRR1951562,SRR1951561,SRR1951560,SRR1951559,SRR1951558,SRR1951557,SRR1951556,SRR1951555,SRR1951554,SRR1951553,SRR1951552,SRR1951551,SRR1951550,SRR1951549,SRR1951548,SRR1951547,SRR1951546,SRR1951545,SRR1951544,SRR1951543,SRR1951542,SRR1951541
SRP063477	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP070840	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3189364,SRR3189363,SRR3189362,SRR3189361,SRR3189360,SRR3189359,SRR3189358,SRR3189357,SRR3189356,SRR3189355,SRR3189354,SRR3189353,SRR3189352,SRR3189351,SRR3189350,SRR3189349,SRR3189348,SRR3189347,SRR3189346,SRR3189345,SRR3189344,SRR3189343,SRR3189342,SRR3189341,SRR3189340,SRR3189339,SRR3189338,SRR3189337,SRR3189336,SRR3189335,SRR3189334,SRR3189333,SRR3189332,SRR3189331,SRR3189330,SRR3189329,SRR3189328,SRR3189327,SRR3189326,SRR3189325,SRR3189324,SRR3189323,SRR3189322,SRR3189321,SRR3189320,SRR3189319,SRR3189318,SRR3189317
SRP057715	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
DRP004445	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	DRR040675,DRR040674,DRR040673,DRR040672,DRR040671,DRR040670
SRP066963	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP059172	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP047082	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR1800138,SRR1800137,SRR1800136,SRR1800135,SRR1799891,SRR1799890,SRR1799889,SRR1799888,SRR1799887,SRR1799886,SRR1799885,SRR1799884,SRR1799883,SRR1799882,SRR1799881,SRR1799880,SRR1799879,SRR1799878,SRR1799877,SRR1799876,SRR1574533,SRR1574532,SRR1574531,SRR1574530,SRR1574529,SRR1574528,SRR1574527,SRR1574526,SRR1574525,SRR1574524,SRR1574523,SRR1574522,SRR1574521,SRR1574520,SRR1574519,SRR1574518,SRR1574517,SRR1574516,SRR1574515,SRR1574514,SRR1574513,SRR1574512,SRR1574511
ERP001942	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP044062	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1507050,SRR1507049,SRR1507048,SRR1507047,SRR1507046,SRR1507045
SRP033266	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1036145,SRR1036144,SRR1036143,SRR1036142,SRR1036141,SRR1036140,SRR1036139,SRR1036138,SRR1036137,SRR1036136,SRR1036135,SRR1036134,SRR1036133,SRR1036132,SRR1036131,SRR1036130,SRR1036129,SRR1036128,SRR1036127,SRR1036126,SRR1036125,SRR1036124,SRR1036123,SRR1036122,SRR1036121,SRR1036120,SRR1036119,SRR1036118,SRR1036117,SRR1036116,SRR1036115,SRR1036114,SRR1036113,SRR1036112,SRR1036111,SRR1036110,SRR1036109,SRR1036108,SRR1036107,SRR1036106,SRR1036105,SRR1036104,SRR1036103,SRR1036102,SRR1036101,SRR1036100,SRR1036099,SRR1036098,SRR1036097,SRR1036096,SRR1036095,SRR1036094,SRR1036093,SRR1036092,SRR1036091,SRR1036090,SRR1036089,SRR1036088,SRR1036087,SRR1036086,SRR1036085,SRR1036084,SRR1036083,SRR1036082,SRR1036081,SRR1036080,SRR1036079,SRR1036078,SRR1036077,SRR1036076,SRR1036075,SRR1036074,SRR1036073,SRR1036072,SRR1036071,SRR1036070,SRR1036069,SRR1036068,SRR1036067,SRR1036066,SRR1036065,SRR1036064,SRR1036063,SRR1036062,SRR1036061,SRR1036060,SRR1036059,SRR1036058,SRR1036057,SRR1036056,SRR1036055,SRR1036054,SRR1036053,SRR1036052,SRR1036051,SRR1036050,SRR1036049,SRR1036048,SRR1036047,SRR1036046,SRR1036045,SRR1036044,SRR1036043,SRR1036042,SRR1036041,SRR1036040,SRR1036039,SRR1036038,SRR1036037,SRR1036036,SRR1036035,SRR1036034,SRR1036033,SRR1036032,SRR1036031,SRR1036030,SRR1036029,SRR1036028,SRR1036027,SRR1036026,SRR1036025,SRR1036024,SRR1036023,SRR1036022,SRR1036021,SRR1036020,SRR1036019,SRR1036018,SRR1036017,SRR1036016,SRR1036015,SRR1036014,SRR1036013,SRR1036012,SRR1036011,SRR1036010,SRR1036009,SRR1036008,SRR1036007,SRR1036006,SRR1036005,SRR1036004,SRR1036003,SRR1036002
SRP055809	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1825946,SRR1825945,SRR1825944,SRR1825943,SRR1825942,SRR1825941
SRP064832	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP044611	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	SRR1519070,SRR1519069,SRR1519068
SRP041846	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1283012,SRR1283011,SRR1283010,SRR1283009,SRR1283008,SRR1283007
SRP056295	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP065273	HOMO_SAPIENS,PAN_TROGLODYTES,MACACA_MULATTA	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP068796	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	NA
SRP055063	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	SRR1805566,SRR1805565,SRR1805564,SRR1805563,SRR1805562
SRP035503	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1124845,SRR1124844
SRP063500	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaMiSeq,IlluminaHiSeq2000	NA
SRP062923	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2188662,SRR2188661
SRP034711	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1057992,SRR1057991,SRR1057990,SRR1057989,SRR1057988,SRR1057987,SRR1057986,SRR1057985,SRR1057984,SRR1057983,SRR1057982,SRR1057981,SRR1057980,SRR1057979,SRR1057978
SRP058501	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP049171	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1618881,SRR1618880,SRR1618879,SRR1618878
SRP045870	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1560930,SRR1560929,SRR1560928,SRR1560927
ERP022909	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP069264	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP050000	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	NA
SRP052698	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1767756,SRR1767755
SRP036848	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP042620	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP056146	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1914972,SRR1914971,SRR1914970,SRR1914969,SRR1914968,SRR1914967,SRR1914966,SRR1914965,SRR1914964,SRR1914963,SRR1914962,SRR1914961
SRP059908	HOMO_SAPIENS,PAN_TROGLODYTES,MACACA_MULATTA	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP050377	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1686373,SRR1686372,SRR1686371,SRR1686370,SRR1686369,SRR1686368,SRR1686367,SRR1686366,SRR1686365,SRR1686364,SRR1686363,SRR1686362
SRP051737	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1743997,SRR1743996,SRR1743995,SRR1743994,SRR1743993,SRR1743992,SRR1743991
ERP009768	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP108747	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2000,Illumina HiSeq 2000,NextSeq 500,NextSeq500	NA
DRP003981	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP055514	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP035276	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1105860,SRR1105859,SRR1105858,SRR1105857,SRR1105856,SRR1105855,SRR1105854,SRR1105853,SRR1105852,SRR1105851,SRR1105850,SRR1105849
SRP067018	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2977188,SRR2977187
ERP009283	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR732470,ERR732469,ERR732468,ERR732467,ERR732466,ERR732465
SRP062555	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2171452,SRR2171451,SRR2171450,SRR2171449,SRR2171448,SRR2171447,SRR2171446,SRR2171445,SRR2171444,SRR2171443,SRR2171442,SRR2171441
DRP002435	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	DRR028604,DRR028603,DRR028602,DRR028601,DRR028600,DRR028599,DRR028598,DRR028597,DRR028596,DRR028595,DRR028594,DRR028593,DRR028592,DRR028591,DRR028590,DRR028589,DRR028588,DRR028587,DRR028586,DRR028585,DRR028584,DRR028583,DRR028582,DRR028581,DRR028580,DRR028579,DRR028578,DRR028577,DRR028576,DRR028575,DRR028574,DRR028573,DRR028572,DRR028571,DRR028570,DRR028569,DRR028568,DRR028567,DRR028566,DRR028565,DRR028564,DRR028563,DRR028562,DRR028561,DRR028560,DRR028559,DRR028558,DRR028557,DRR028556,DRR028515,DRR028514,DRR028513,DRR028512,DRR028511,DRR028510,DRR028509,DRR028508,DRR028507,DRR028506,DRR028505,DRR028504,DRR028503,DRR028502,DRR028501,DRR028500,DRR028499,DRR028498,DRR028497,DRR028496,DRR028495,DRR028494,DRR028493,DRR028492,DRR028491,DRR028490,DRR028489,DRR028488,DRR028487,DRR028486,DRR028485,DRR028484,DRR028483,DRR028482,DRR028481,DRR028480,DRR028479,DRR028478,DRR028477,DRR028476,DRR028475,DRR028474,DRR028473,DRR028472,DRR028471,DRR028470,DRR028469,DRR028468,DRR028467,DRR028466,DRR028465,DRR028464,DRR028463,DRR028462,DRR028461,DRR028460,DRR028459,DRR028458,DRR028457,DRR028456,DRR028455,DRR028454,DRR028453,DRR028452,DRR028451,DRR028450,DRR028449,DRR028448,DRR028447,DRR028446,DRR028445,DRR028444,DRR028443,DRR028442,DRR028441,DRR028440,DRR028439,DRR028438,DRR028437,DRR028436,DRR028435,DRR028434,DRR028433,DRR028432,DRR028431,DRR028430,DRR028429,DRR028428,DRR028427,DRR028426,DRR028425,DRR028424,DRR028423,DRR028422,DRR028421,DRR028420,DRR028419,DRR028418,DRR028417,DRR028416,DRR028415,DRR028414,DRR028413,DRR028412,DRR028411,DRR028410,DRR028409,DRR028408,DRR028407,DRR028406,DRR028405,DRR028404,DRR028403,DRR028402,DRR028401,DRR028400,DRR028399,DRR028398,DRR028397,DRR028396,DRR028395,DRR028394,DRR028393,DRR028392,DRR028391,DRR028390,DRR028389,DRR028388,DRR028387,DRR028386,DRR028385,DRR028384,DRR028383,DRR028382,DRR028381,DRR028380,DRR028379,DRR028378,DRR028377,DRR028376,DRR028375,DRR028374,DRR028373,DRR028372,DRR028371,DRR028370,DRR028369,DRR028368,DRR028367,DRR028366,DRR028365,DRR028364,DRR028363,DRR028362,DRR028361,DRR028360,DRR028359,DRR028358,DRR028357,DRR028356,DRR028355,DRR028354,DRR028353,DRR028352,DRR028351,DRR028350,DRR028349,DRR028348,DRR028347,DRR028346,DRR028345,DRR028344,DRR028343,DRR028342,DRR028341,DRR028340,DRR028339,DRR028338,DRR028337,DRR028336,DRR028335,DRR028334,DRR028333,DRR028332,DRR028331,DRR028330,DRR028329,DRR028328,DRR028327,DRR028326,DRR028325,DRR028315,DRR028314,DRR028313,DRR028312,DRR028311,DRR028310,DRR028309,DRR028308,DRR028307,DRR028306,DRR028305,DRR028304,DRR028303,DRR028302,DRR028301,DRR028300,DRR028299,DRR028298,DRR028297,DRR028296,DRR028295,DRR028294,DRR028293,DRR028292,DRR028291,DRR028290,DRR028289,DRR028288,DRR028287,DRR028286,DRR028285,DRR028284,DRR028283,DRR028282,DRR028281,DRR028280,DRR028279,DRR028278,DRR028277,DRR028276,DRR028275,DRR028274,DRR028273,DRR028272,DRR028271,DRR028270,DRR028269,DRR028268,DRR028267,DRR028266,DRR028265,DRR028264,DRR028263,DRR028262,DRR028261,DRR028260,DRR028259,DRR028258,DRR028257,DRR028256,DRR028255,DRR028254,DRR028253,DRR028252,DRR028251,DRR028250,DRR028249,DRR028248,DRR028247,DRR028246,DRR028245,DRR028244,DRR028243,DRR028242,DRR028241,DRR028240,DRR028239,DRR028238,DRR028237,DRR028236,DRR028235,DRR028234,DRR028233,DRR028232,DRR028231,DRR028230,DRR028229,DRR028228,DRR028227,DRR028226,DRR028225,DRR028224,DRR028223,DRR028222,DRR028221,DRR028220,DRR028219,DRR028218,DRR028217,DRR028216,DRR028215,DRR028214,DRR028213,DRR028212,DRR028211,DRR028210,DRR028209,DRR028208,DRR028207,DRR028206,DRR028205,DRR028204,DRR028203,DRR028202,DRR028201,DRR028200,DRR028199,DRR028198,DRR028197,DRR028196,DRR028195,DRR028194,DRR028193,DRR028192,DRR028191,DRR028190,DRR028189,DRR028188,DRR028187,DRR028186,DRR028185,DRR028184,DRR028183,DRR028182,DRR028181,DRR028180,DRR028179,DRR028178,DRR028177,DRR028176,DRR028175,DRR028174,DRR028173,DRR028172,DRR028171,DRR028170,DRR028169,DRR028555,DRR028554,DRR028553,DRR028552,DRR028551,DRR028550,DRR028549,DRR028548,DRR028547,DRR028546,DRR028545,DRR028544,DRR028543,DRR028542,DRR028541,DRR028540,DRR028539,DRR028538,DRR028537,DRR028536,DRR028535,DRR028534,DRR028533,DRR028532,DRR028531,DRR028530,DRR028529,DRR028528,DRR028527,DRR028526,DRR028525,DRR028524,DRR028523,DRR028522,DRR028521,DRR028520,DRR028519,DRR028518,DRR028517,DRR028516,DRR028324,DRR028323,DRR028322,DRR028321,DRR028320,DRR028319,DRR028318,DRR028317,DRR028316,DRR028168,DRR028167,DRR028166,DRR028165,DRR028164,DRR028163,DRR028162,DRR028161,DRR028160,DRR028159,DRR028158,DRR028157,DRR028156,DRR028155,DRR028154,DRR028153,DRR028152,DRR028151,DRR028150,DRR028149,DRR028148,DRR028147,DRR028146,DRR028145,DRR028144,DRR028143,DRR028142,DRR028141,DRR028140,DRR028139,DRR028138,DRR028137,DRR028136,DRR028135,DRR028134,DRR028133
SRP071643	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR5308071,SRR5308070,SRR5308069,SRR5308068,SRR5308067,SRR3219633,SRR3219632,SRR3219631,SRR3219630,SRR3219629,SRR3219628,SRR3219627,SRR3219626,SRR3219625,SRR3219624,SRR3219623,SRR3219622,SRR3219621,SRR3219620,SRR3219619,SRR3219618,SRR3219617,SRR3219616,SRR3219615,SRR3219614,SRR3219613,SRR3219612,SRR3219611,SRR3219610,SRR3219609,SRR3219608,SRR3219607,SRR3219606,SRR3219605,SRR3219604,SRR3219603,SRR3219602,SRR3219601,SRR3219600,SRR3219599,SRR3219598,SRR3219597,SRR3219596,SRR3219595,SRR3219594,SRR3219593,SRR3219592,SRR3219591,SRR3219590,SRR3219589,SRR3219588,SRR3219587,SRR3219586,SRR3219585,SRR3219584,SRR3219583,SRR3219582,SRR3219581,SRR3219580,SRR3219579,SRR3219578,SRR3219577,SRR3219576,SRR3219575,SRR3219574,SRR3219573,SRR3219572,SRR3219571,SRR3219570,SRR3219569,SRR3219568,SRR3219567,SRR3219566,SRR3219565,SRR3219564,SRR3219563,SRR3219562,SRR3219561,SRR3219560,SRR3219559,SRR3219558,SRR3219557,SRR3219556,SRR3219555,SRR3219554,SRR3219553,SRR3219552,SRR3219551,SRR3219550,SRR3219549,SRR3219548,SRR3219547,SRR3219546,SRR3219545,SRR3219544,SRR3219543,SRR3219542,SRR3219541,SRR3219540,SRR3219539,SRR3219538,SRR3219537,SRR3219536,SRR3219535,SRR3219534,SRR3219533,SRR3219532,SRR3219531,SRR3219530,SRR3219529,SRR3219528,SRR3219527,SRR3219526,SRR3219525,SRR3219524,SRR3219523,SRR3219522,SRR3219521,SRR3219520,SRR3219519,SRR3219518,SRR3219517,SRR3219516,SRR3219515,SRR3219514,SRR3219513,SRR3219512,SRR3219511,SRR3219510,SRR3219509,SRR3219508,SRR3219507,SRR3219506,SRR3219505,SRR3219504,SRR3219503,SRR3219502,SRR3219501,SRR3219500,SRR3219499,SRR3219498,SRR3219497,SRR3219496,SRR3219495,SRR3219494,SRR3219493,SRR3219492,SRR3219491,SRR3219490,SRR3219489,SRR3219488,SRR3219487,SRR3219486,SRR3219485,SRR3219484,SRR3219483,SRR3219482,SRR3219481,SRR3219480,SRR3219479,SRR3219478,SRR3219477,SRR3219476,SRR3219475,SRR3219474,SRR3219473,SRR3219472,SRR3219471,SRR3219470,SRR3219469,SRR3219468,SRR3219467,SRR3219466,SRR3219465,SRR3219464,SRR3219463,SRR3219462,SRR3219461,SRR3219460,SRR3219459,SRR3219458,SRR3219457,SRR3219456,SRR3219455,SRR3219454,SRR3219453,SRR3219452,SRR3219451,SRR3219450,SRR3219449,SRR3219448,SRR3219407,SRR3219406,SRR3219405,SRR3219404,SRR3219403,SRR3219402,SRR3219401,SRR3219400,SRR3219399,SRR3219398,SRR3219397,SRR3219396,SRR3219395,SRR3219394,SRR3219393,SRR3219392,SRR3219391,SRR3219390,SRR3219389,SRR3219388,SRR3219387,SRR3219386,SRR3219385,SRR3219384,SRR3219383,SRR3219382,SRR3219381,SRR3219380,SRR3219379,SRR3219378,SRR3219377,SRR3219376,SRR3219375,SRR3219374,SRR3219373,SRR3219372,SRR3219371,SRR3219370,SRR3219369,SRR3219368,SRR3219367,SRR3219366,SRR3219365,SRR3219364,SRR3219363,SRR3219362,SRR3219361,SRR3219360,SRR3219359,SRR3219358,SRR3219357,SRR3219356,SRR3219355,SRR3219354,SRR3219353,SRR3219352,SRR3219351,SRR3219350,SRR3219349,SRR3219348,SRR3219347,SRR3219346,SRR3219345,SRR3219344,SRR3219343,SRR3219342,SRR3219341,SRR3219340,SRR3219339,SRR3219338,SRR3219337,SRR3219336,SRR3219335,SRR3219334,SRR3219333,SRR3219332,SRR3219331,SRR3219330,SRR3219329,SRR3219328,SRR3219327,SRR3219326,SRR3219325,SRR3219324,SRR3219323,SRR3219322,SRR3219321,SRR3219320,SRR3219319,SRR3219318,SRR3219317,SRR3219316,SRR3219315,SRR3219314,SRR3219313,SRR3219312,SRR3219311,SRR3219310,SRR3219309,SRR3219308,SRR3219307,SRR3219306,SRR3219305,SRR3219304,SRR3219303,SRR3219302,SRR3219301,SRR3219300,SRR3219299,SRR3219298,SRR3219297,SRR3219296,SRR3219295,SRR3219294,SRR3219293,SRR3219292,SRR3219291,SRR3219290,SRR3219289,SRR3219288,SRR3219287,SRR3219286,SRR3219285,SRR3219284,SRR3219283,SRR3219282,SRR3219281,SRR3219280,SRR3219279,SRR3219278,SRR3219277,SRR3219276,SRR3219275,SRR3219274,SRR3219273,SRR5308088,SRR5308087,SRR5308086,SRR5308085,SRR5308084,SRR5308083,SRR5308082,SRR5308081,SRR5308080,SRR5308079,SRR5308078,SRR5308077,SRR5308076,SRR5308075,SRR5308074,SRR5308073,SRR5308072,SRR3219447,SRR3219446,SRR3219445,SRR3219444,SRR3219443,SRR3219442,SRR3219441,SRR3219440,SRR3219439,SRR3219438,SRR3219437,SRR3219436,SRR3219435,SRR3219434,SRR3219433,SRR3219432,SRR3219431,SRR3219430,SRR3219429,SRR3219428,SRR3219427,SRR3219426,SRR3219425,SRR3219424,SRR3219423,SRR3219422,SRR3219421,SRR3219420,SRR3219419,SRR3219418,SRR3219417,SRR3219416,SRR3219415,SRR3219414,SRR3219413,SRR3219412,SRR3219411,SRR3219410,SRR3219409,SRR3219408,SRR3219272
SRP043080	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1373464,SRR1373463,SRR1373462,SRR1373461,SRR1373460,SRR1373459,SRR1373458,SRR1373457,SRR1373456,SRR1373455,SRR1373454,SRR1373453,SRR1373452,SRR1373451,SRR1373450,SRR1373449,SRR1373448,SRR1373447,SRR1373446,SRR1373445,SRR1373444,SRR1373443,SRR1373442,SRR1373441
ERP020736	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	ERR1773853,ERR1773852,ERR1773851,ERR1773850,ERR1773849,ERR1773848,ERR1773847,ERR1773846,ERR1773845,ERR1773844,ERR1773843,ERR1773842,ERR1773841,ERR1773840,ERR1773839,ERR1773838,ERR1773837,ERR1773836,ERR1773835,ERR1773834,ERR1773833,ERR1773832,ERR1773831,ERR1773830,ERR1773829,ERR1773828,ERR1773827,ERR1773826,ERR1773825,ERR1773824,ERR1773823,ERR1773822,ERR1773821,ERR1773820,ERR1773819,ERR1773818,ERR1773817,ERR1773816,ERR1773815,ERR1773814,ERR1773813,ERR1773812,ERR1773811,ERR1773810,ERR1773809,ERR1773808,ERR1773807,ERR1773806,ERR1773805,ERR1773804,ERR1773803,ERR1773802,ERR1773801,ERR1773800,ERR1773799,ERR1773798,ERR1773797,ERR1773796,ERR1773795,ERR1773794,ERR1773793,ERR1773792,ERR1773791,ERR1773790,ERR1773789,ERR1773788,ERR1773787,ERR1773786,ERR1773785,ERR1773784,ERR1773783,ERR1773782,ERR1773781,ERR1773780,ERR1773779,ERR1773778,ERR1773777,ERR1773776,ERR1773775,ERR1773774,ERR1773773,ERR1773772,ERR1773771,ERR1773770,ERR1773769,ERR1773768,ERR1773767,ERR1773766,ERR1773765,ERR1773764,ERR1773763,ERR1773762,ERR1773761,ERR1773760,ERR1773759,ERR1773758
ERP014531	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP004617	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR412880,ERR412879,ERR412878,ERR412877,ERR412876,ERR412875,ERR412874
SRP002326	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	SRR040043,SRR040042,SRR040041,SRR040040,SRR040039,SRR040038,SRR040037,SRR040036,SRR040035,SRR040034,SRR040033,SRR040032,SRR040031,SRR040030,SRR040029,SRR040028,SRR040027,SRR040026,SRR040025,SRR040024,SRR040023,SRR040022,SRR040021,SRR040020,SRR040019,SRR040018,SRR040017,SRR040016,SRR040015,SRR040014,SRR040013,SRR040012,SRR040011,SRR040010,SRR040009,SRR040008,SRR040007,SRR040006
SRP059963	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2082781,SRR2082780,SRR2082779,SRR2082778,SRR2082777,SRR2082776,SRR2082775,SRR2082774
SRP041675	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP106996	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP043021	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1355796,SRR1355795,SRR1355794,SRR1355793,SRR1355414,SRR1354900,SRR1354899,SRR1354898,SRR1354789,SRR1354753,SRR1354752,SRR1354362
SRP044174	HOMO_SAPIENS,MACACA_MULATTA	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
DRP001953	HOMO_SAPIENS,PLASMODIUM_FALCIPARUM	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP052738	HOMO_SAPIENS	RNA-SEQ	NextSeq500,unspecified,IlluminaHiSeq2500,Illumina HiSeq 2500,NextSeq 500	NA
SRP040764	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1210629,SRR1210628,SRR1210627
SRP063889	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP034543	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	NA
SRP041538	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP066992	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2973694,SRR2973693,SRR2973692,SRR2973691,SRR2973690,SRR2973689
SRP002605	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII	SRR057534,SRR057533,SRR057532,SRR057531,SRR057530,SRR057529,SRR057528,SRR057527,SRR057526,SRR057525,SRR057524,SRR057523,SRR057522,SRR057521,SRR057520,SRR057519,SRR057518,SRR057517,SRR057516,SRR057515,SRR057514,SRR057513,SRR057512,SRR057511
ERP011301	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR976900,ERR976899,ERR976898,ERR976897,ERR976896,ERR976895
